H,CBD
0.5,0.119997174270049
1.5,0.111359445539713
2.5,0.0801722387736151
3.5,0.0620470101578849
4.5,0.0488257723449218
5.5,0.0430743567783323
6.5,0.0385659864529092
7.5,0.0324746204937145
8.5,0.0369730953280317
9.5,0.0464211010549122
10.5,0.0525884687510343
11.5,0.0501972151140056
12.5,0.0431503018648723
13.5,0.0244315141077043
14.5,0.00905407095342972
15.5,0.00173776219840487
16.5,7.43302091087287e-05
